start_sec,duration,text
179.56,2.0289999999999964,jamais jamais jamais utiliser quelque chose<00:02:59.879><c> chose</c><00:03:00.080><c> de</c><00:03:00.159><c> désagréable</c><00:03:01.000><c> renforcement</c>
181.589,0.009999999999990905,chose chose de désagréable renforcement
181.599,2.511000000000024,chose chose de désagréable renforcement positif<00:03:02.080><c> on</c><00:03:02.280><c> ajoute</c><00:03:02.720><c> quelque</c><00:03:02.959><c> chose</c><00:03:03.560><c> de</c><00:03:03.760><c> super</c>
184.11,0.009999999999990905,positif on ajoute quelque chose de super
184.12,1.6689999999999827,positif on ajoute quelque chose de super cool<00:03:04.400><c> pour</c><00:03:04.599><c> qu'un</c><00:03:05.080><c> comportement</c><00:03:05.640><c> se</c>
185.789,0.010000000000019327,cool pour qu'un comportement se
185.799,2.509999999999991,cool pour qu'un comportement se reproduise<00:03:06.760><c> punition</c><00:03:07.239><c> négative</c><00:03:07.760><c> on</c><00:03:07.920><c> enlève</c>
188.309,0.009999999999990905,reproduise punition négative on enlève
188.319,1.9510000000000218,reproduise punition négative on enlève un<00:03:08.400><c> truc</c><00:03:08.680><c> cool</c><00:03:09.280><c> pour</c><00:03:09.519><c> stopper</c><00:03:10.159><c> le</c>
190.27,0.009999999999990905,un truc cool pour stopper le
190.28,1.1899999999999977,un truc cool pour stopper le comportement<00:03:10.760><c> mais</c><00:03:10.920><c> tout</c><00:03:11.080><c> de</c><00:03:11.159><c> suite</c><00:03:11.360><c> on</c>
191.47,0.009999999999990905,comportement mais tout de suite on
191.48,2.2700000000000102,comportement mais tout de suite on réembrille<00:03:12.280><c> avec</c><00:03:12.519><c> du</c><00:03:12.640><c> renforcement</c><00:03:13.280><c> positif</c>
193.75,0.009999999999990905,réembrille avec du renforcement positif
193.76,2.109000000000009,réembrille avec du renforcement positif pour<00:03:13.959><c> réorienter</c><00:03:14.640><c> le</c><00:03:14.760><c> chien</c><00:03:15.040><c> vers</c><00:03:15.440><c> ce</c><00:03:15.720><c> vers</c>
195.869,0.009999999999990905,pour réorienter le chien vers ce vers
195.879,1.2700000000000102,pour réorienter le chien vers ce vers quoi<00:03:16.040><c> on</c><00:03:16.120><c> veut</c><00:03:16.239><c> aller</c><00:03:16.440><c> il</c><00:03:16.599><c> va</c><00:03:16.680><c> aussi</c><00:03:16.879><c> falloir</c>
197.149,0.009999999999990905,quoi on veut aller il va aussi falloir
197.159,1.8310000000000173,quoi on veut aller il va aussi falloir que<00:03:17.239><c> tu</c><00:03:17.319><c> sois</c><00:03:17.519><c> capable</c><00:03:17.879><c> de</c><00:03:18.120><c> laisser</c><00:03:18.440><c> réfléchir</c>
198.99,0.009999999999990905,que tu sois capable de laisser réfléchir
199.0,1.5089999999999861,que tu sois capable de laisser réfléchir ton<00:03:19.159><c> chien</c><00:03:19.480><c> donc</c><00:03:19.599><c> parfois</c><00:03:19.959><c> il</c><00:03:20.040><c> y</c><00:03:20.120><c> a</c><00:03:20.239><c> des</c><00:03:20.319><c> petits</c>
200.509,0.010000000000019327,ton chien donc parfois il y a des petits
200.519,1.9509999999999934,ton chien donc parfois il y a des petits moments<00:03:20.799><c> comme</c><00:03:20.959><c> ça</c><00:03:21.080><c> de</c><00:03:21.239><c> flottement</c><00:03:22.000><c> où</c><00:03:22.239><c> tu</c><00:03:22.319><c> vas</c>
202.47,0.009999999999990905,moments comme ça de flottement où tu vas
202.48,1.1500000000000057,moments comme ça de flottement où tu vas attendre<00:03:22.799><c> que</c><00:03:22.879><c> ton</c><00:03:23.000><c> chien</c><00:03:23.200><c> prenne</c><00:03:23.519><c> une</c>
203.63,0.009999999999990905,attendre que ton chien prenne une
203.64,1.2700000000000102,attendre que ton chien prenne une décision<00:03:24.080><c> propose</c><00:03:24.400><c> quelque</c><00:03:24.599><c> chose</c><00:03:24.840><c> ou</c>
204.91,0.009999999999990905,décision propose quelque chose ou
204.92,1.3500000000000227,décision propose quelque chose ou d'ailleurs<00:03:25.280><c> ne</c><00:03:25.360><c> fasse</c><00:03:25.680><c> rien</c><00:03:25.920><c> parce</c><00:03:26.120><c> que</c>
206.27,0.009999999999990905,d'ailleurs ne fasse rien parce que
206.28,2.3089999999999975,d'ailleurs ne fasse rien parce que parfois<00:03:26.840><c> c'est</c><00:03:27.040><c> le</c><00:03:27.360><c> rien</c><00:03:27.640><c> qu'on</c><00:03:27.920><c> veut</c><00:03:28.319><c> et</c><00:03:28.439><c> donc</c>
208.589,0.009999999999990905,parfois c'est le rien qu'on veut et donc
208.599,1.9510000000000218,parfois c'est le rien qu'on veut et donc il<00:03:28.760><c> va</c><00:03:28.920><c> falloir</c><00:03:29.200><c> que</c><00:03:29.280><c> ta</c><00:03:29.799><c> apprenne</c><00:03:30.200><c> à</c><00:03:30.280><c> laisser</c>
210.55,0.009999999999990905,il va falloir que ta apprenne à laisser
210.56,2.5500000000000114,il va falloir que ta apprenne à laisser ton<00:03:30.720><c> chien</c><00:03:31.239><c> proposer</c><00:03:31.959><c> et</c><00:03:32.080><c> à</c><00:03:32.360><c> récompenser</c><00:03:32.959><c> à</c>
213.11,0.009999999999990905,ton chien proposer et à récompenser à
213.12,1.990000000000009,ton chien proposer et à récompenser à renforcer<00:03:33.560><c> un</c><00:03:33.760><c> max</c><00:03:34.200><c> de</c><00:03:34.319><c> bonnes</c><00:03:34.599><c> décisions</c><00:03:35.000><c> et</c>
215.11,0.009999999999990905,renforcer un max de bonnes décisions et
215.12,2.0289999999999964,renforcer un max de bonnes décisions et enfin<00:03:35.400><c> hyper</c><00:03:35.920><c> important</c><00:03:36.120><c> dans</c><00:03:36.280><c> les</c><00:03:36.480><c> prérequis</c>
217.149,0.009999999999990905,enfin hyper important dans les prérequis
217.159,1.5510000000000161,enfin hyper important dans les prérequis il<00:03:37.239><c> faut</c><00:03:37.400><c> que</c><00:03:37.480><c> tu</c><00:03:37.720><c> apprennent</c><00:03:38.239><c> le</c><00:03:38.319><c> système</c><00:03:38.640><c> de</c>
218.71,0.009999999999990905,il faut que tu apprennent le système de
218.72,1.3900000000000148,il faut que tu apprennent le système de récompense<00:03:39.159><c> de</c><00:03:39.239><c> ton</c><00:03:39.400><c> chien</c><00:03:39.640><c> parce</c><00:03:39.799><c> que</c><00:03:39.920><c> tous</c>
220.11,0.009999999999990905,récompense de ton chien parce que tous
220.12,1.549999999999983,récompense de ton chien parce que tous les<00:03:40.239><c> chiens</c><00:03:40.480><c> sont</c><00:03:40.640><c> uniques</c><00:03:41.120><c> et</c><00:03:41.280><c> il</c><00:03:41.360><c> y</c><00:03:41.439><c> a</c><00:03:41.560><c> des</c>
221.67,0.010000000000019327,les chiens sont uniques et il y a des
221.68,1.3100000000000023,les chiens sont uniques et il y a des chiens<00:03:41.879><c> qui</c><00:03:41.959><c> vont</c><00:03:42.159><c> être</c><00:03:42.319><c> plus</c><00:03:42.480><c> bouff</c><00:03:42.799><c> il</c><00:03:42.840><c> y</c><00:03:42.920><c> a</c>
222.99,0.009999999999990905,chiens qui vont être plus bouff il y a
223.0,1.149000000000001,chiens qui vont être plus bouff il y a des<00:03:43.080><c> chiens</c><00:03:43.239><c> qui</c><00:03:43.319><c> vont</c><00:03:43.480><c> être</c><00:03:43.640><c> plus</c><00:03:43.799><c> jeux</c><00:03:44.040><c> il</c><00:03:44.080><c> y</c>
224.149,0.009999999999990905,des chiens qui vont être plus jeux il y
224.159,0.9510000000000218,des chiens qui vont être plus jeux il y a<00:03:44.239><c> des</c><00:03:44.360><c> chiens</c><00:03:44.560><c> qui</c><00:03:44.599><c> vont</c><00:03:44.799><c> être</c><00:03:44.959><c> plus</c>
225.11,0.009999999999990905,a des chiens qui vont être plus
225.12,2.188999999999993,a des chiens qui vont être plus comportement<00:03:45.560><c> naturel</c><00:03:46.239><c> et</c><00:03:46.400><c> ça</c><00:03:46.519><c> va</c><00:03:46.760><c> être</c><00:03:46.959><c> à</c><00:03:47.080><c> toi</c>
227.309,0.009999999999990905,comportement naturel et ça va être à toi
227.319,2.070999999999998,comportement naturel et ça va être à toi de<00:03:47.439><c> connaître</c><00:03:47.920><c> tout</c><00:03:48.120><c> le</c><00:03:48.239><c> panel</c><00:03:48.720><c> incroyable</c><00:03:49.280><c> de</c>
229.39,0.010000000000019327,de connaître tout le panel incroyable de
229.4,1.7489999999999952,de connaître tout le panel incroyable de récompense<00:03:49.920><c> de</c><00:03:50.000><c> ton</c><00:03:50.159><c> chien</c><00:03:50.519><c> bah</c><00:03:50.799><c> pour</c><00:03:50.879><c> pouvoir</c>
231.149,0.009999999999990905,récompense de ton chien bah pour pouvoir
231.159,1.8310000000000173,récompense de ton chien bah pour pouvoir les<00:03:51.319><c> faire</c><00:03:51.519><c> varier</c><00:03:52.079><c> en</c><00:03:52.280><c> fréquence</c><00:03:52.840><c> en</c>
232.99,0.009999999999990905,les faire varier en fréquence en
233.0,2.429000000000002,les faire varier en fréquence en intensité<00:03:53.760><c> et</c><00:03:54.400><c> que</c><00:03:54.519><c> ça</c><00:03:54.680><c> arrive</c><00:03:55.040><c> de</c><00:03:55.120><c> façon</c>
235.429,0.009999999999990905,intensité et que ça arrive de façon
235.439,2.031000000000006,intensité et que ça arrive de façon aléatoire<00:03:56.120><c> et</c><00:03:56.680><c> quand</c><00:03:56.879><c> tu</c><00:03:57.000><c> veux</c><00:03:57.200><c> marquer</c>
237.47,0.009999999999990905,aléatoire et quand tu veux marquer
237.48,1.7900000000000205,aléatoire et quand tu veux marquer quelque<00:03:57.720><c> chose</c><00:03:57.959><c> de</c><00:03:58.040><c> bien</c><00:03:58.519><c> ben</c><00:03:58.879><c> c'est</c><00:03:59.000><c> bien</c><00:03:59.159><c> de</c>
239.27,0.009999999999990905,quelque chose de bien ben c'est bien de
239.28,2.430000000000007,quelque chose de bien ben c'est bien de le<00:03:59.360><c> marquer</c><00:03:59.920><c> avec</c><00:04:00.799><c> des</c><00:04:00.959><c> récompenses</c><00:04:01.480><c> qui</c><00:04:01.560><c> ont</c>
241.71,0.009999999999990905,le marquer avec des récompenses qui ont
241.72,1.990000000000009,le marquer avec des récompenses qui ont vraiment<00:04:01.959><c> de</c><00:04:02.040><c> la</c><00:04:02.159><c> valeur</c><00:04:02.519><c> à</c><00:04:02.680><c> savoir</c><00:04:02.959><c> que</c><00:04:03.560><c> la</c>
243.71,0.009999999999990905,vraiment de la valeur à savoir que la
243.72,2.3100000000000023,vraiment de la valeur à savoir que la valeur<00:04:03.959><c> des</c><00:04:04.200><c> récompenses</c><00:04:05.200><c> peut</c><00:04:05.439><c> varier</c><00:04:05.920><c> en</c>
246.03,0.009999999999990905,valeur des récompenses peut varier en
246.04,1.670000000000016,valeur des récompenses peut varier en fonction<00:04:06.599><c> de</c><00:04:06.680><c> la</c><00:04:06.799><c> façon</c><00:04:07.040><c> dont</c><00:04:07.200><c> tu</c><00:04:07.319><c> vas</c>
247.71,0.009999999999990905,fonction de la façon dont tu vas
247.72,1.8300000000000125,fonction de la façon dont tu vas administrer<00:04:08.280><c> cette</c><00:04:08.560><c> récompense</c><00:04:09.079><c> par</c><00:04:09.200><c> exemple</c>
249.55,0.009999999999990905,administrer cette récompense par exemple
249.56,1.5500000000000114,administrer cette récompense par exemple une<00:04:09.720><c> croquette</c><00:04:10.079><c> donnée</c><00:04:10.400><c> en</c><00:04:10.519><c> gueule</c><00:04:10.799><c> à</c><00:04:10.920><c> moins</c>
251.11,0.009999999999990905,une croquette donnée en gueule à moins
251.12,1.710000000000008,une croquette donnée en gueule à moins de<00:04:11.200><c> valeur</c><00:04:11.599><c> qu'une</c><00:04:11.959><c> croquette</c><00:04:12.360><c> que</c><00:04:12.480><c> tu</c><00:04:12.560><c> vas</c>
252.83,0.009999999999990905,de valeur qu'une croquette que tu vas
252.84,1.789999999999992,de valeur qu'une croquette que tu vas jeter<00:04:13.200><c> si</c><00:04:13.319><c> bien</c><00:04:13.480><c> sûr</c><00:04:13.599><c> au</c><00:04:13.799><c> préalable</c><00:04:14.280><c> ton</c><00:04:14.439><c> chien</c>
254.63,0.009999999999990905,jeter si bien sûr au préalable ton chien
254.64,2.2690000000000055,jeter si bien sûr au préalable ton chien a<00:04:14.799><c> appris</c><00:04:15.319><c> à</c><00:04:15.879><c> aller</c><00:04:16.120><c> chercher</c><00:04:16.359><c> une</c><00:04:16.519><c> croquette</c>
256.909,0.009999999999990905,a appris à aller chercher une croquette
256.919,1.2700000000000387,a appris à aller chercher une croquette que<00:04:17.000><c> tu</c><00:04:17.079><c> jettes</c><00:04:17.479><c> bref</c><00:04:17.720><c> tout</c><00:04:17.840><c> ça</c><00:04:17.919><c> tu</c><00:04:18.000><c> peux</c><00:04:18.160><c> le</c>
258.189,0.009999999999990905,que tu jettes bref tout ça tu peux le
258.199,1.7909999999999968,que tu jettes bref tout ça tu peux le retrouver<00:04:18.560><c> dans</c><00:04:18.720><c> plein</c><00:04:19.079><c> plein</c><00:04:19.440><c> plein</c><00:04:19.840><c> de</c>
259.99,0.009999999999990905,retrouver dans plein plein plein de
260.0,1.629000000000019,retrouver dans plein plein plein de vidéos<00:04:20.479><c> sur</c><00:04:20.600><c> cette</c><00:04:20.880><c> chaîne</c><00:04:21.160><c> Youtube</c>
261.629,0.009999999999990905,vidéos sur cette chaîne Youtube
261.639,1.5910000000000082,vidéos sur cette chaîne Youtube d'ailleurs<00:04:22.079><c> je</c><00:04:22.199><c> te</c><00:04:22.280><c> conseille</c><00:04:22.840><c> d'aller</c><00:04:23.120><c> voir</c>
263.23,0.009999999999990905,d'ailleurs je te conseille d'aller voir
263.24,2.6299999999999955,d'ailleurs je te conseille d'aller voir la<00:04:23.479><c> playlist</c><00:04:24.120><c> autocontrôle</c><00:04:24.919><c> et</c><00:04:25.080><c> la</c><00:04:25.240><c> playlist</c>
265.87,0.009999999999990905,la playlist autocontrôle et la playlist
265.88,1.509999999999991,la playlist autocontrôle et la playlist focus<00:04:26.440><c> parce</c><00:04:26.600><c> que</c><00:04:26.720><c> on</c><00:04:26.840><c> arrive</c><00:04:27.160><c> dans</c><00:04:27.240><c> les</c>
267.39,0.009999999999990905,focus parce que on arrive dans les
267.4,1.75,focus parce que on arrive dans les premiers<00:04:27.759><c> exercices</c><00:04:28.199><c> à</c><00:04:28.280><c> travailler</c><00:04:28.800><c> et</c><00:04:28.919><c> c'est</c>
269.15,0.010000000000047748,premiers exercices à travailler et c'est
269.16,2.1899999999999977,premiers exercices à travailler et c'est clair<00:04:29.800><c> cela</c><00:04:30.039><c> qu'</c><00:04:30.160><c> va</c><00:04:30.280><c> falloir</c><00:04:30.520><c> bosser</c><00:04:30.919><c> ici</c><00:04:31.240><c> je</c>
271.35,0.009999999999990905,clair cela qu' va falloir bosser ici je
271.36,1.75,clair cela qu' va falloir bosser ici je te<00:04:31.479><c> redonne</c><00:04:31.840><c> quelques</c><00:04:32.080><c> petits</c><00:04:32.360><c> exercices</c>
273.11,0.009999999999990905,te redonne quelques petits exercices
273.12,1.589999999999975,te redonne quelques petits exercices pour<00:04:33.320><c> soit</c><00:04:33.600><c> te</c><00:04:33.720><c> remettre</c><00:04:34.000><c> dans</c><00:04:34.120><c> le</c><00:04:34.199><c> bain</c><00:04:34.479><c> soit</c>
274.71,0.010000000000047748,pour soit te remettre dans le bain soit
274.72,1.42999999999995,pour soit te remettre dans le bain soit pour<00:04:34.880><c> te</c><00:04:35.199><c> donner</c><00:04:35.520><c> un</c><00:04:35.639><c> petit</c><00:04:35.759><c> peu</c><00:04:35.919><c> envie</c>
276.15,0.010000000000047748,pour te donner un petit peu envie
276.16,1.829999999999984,pour te donner un petit peu envie d'essayer<00:04:36.880><c> mais</c><00:04:37.000><c> dans</c><00:04:37.199><c> tous</c><00:04:37.479><c> les</c><00:04:37.680><c> cas</c><00:04:37.840><c> il</c><00:04:37.919><c> va</c>
277.99,0.009999999999990905,d'essayer mais dans tous les cas il va
278.0,1.829999999999984,d'essayer mais dans tous les cas il va falloir<00:04:38.240><c> que</c><00:04:38.320><c> tu</c><00:04:38.479><c> ailles</c><00:04:38.720><c> bosser</c><00:04:39.160><c> à</c><00:04:39.280><c> bloc</c><00:04:39.680><c> les</c>
279.83,0.009999999999990905,falloir que tu ailles bosser à bloc les
279.84,1.670000000000016,falloir que tu ailles bosser à bloc les exercices<00:04:40.320><c> de</c><00:04:40.400><c> ces</c><00:04:40.639><c> playlist</c><00:04:41.199><c> alors</c><00:04:41.360><c> on</c><00:04:41.440><c> va</c>
281.51,0.009999999999990905,exercices de ces playlist alors on va
281.52,1.6299999999999955,exercices de ces playlist alors on va bosser<00:04:41.840><c> le</c><00:04:41.960><c> focus</c><00:04:42.280><c> dans</c><00:04:42.440><c> un</c><00:04:42.560><c> premier</c><00:04:42.840><c> temps</c><00:04:43.080><c> le</c>
283.15,0.010000000000047748,bosser le focus dans un premier temps le
283.16,1.0699999999999932,bosser le focus dans un premier temps le focus<00:04:43.400><c> qu'est-ce</c><00:04:43.680><c> que</c><00:04:43.759><c> c'est</c><00:04:44.000><c> c'est</c>
284.23,0.009999999999990905,focus qu'est-ce que c'est c'est
284.24,1.829999999999984,focus qu'est-ce que c'est c'est l'intérêt<00:04:44.800><c> que</c><00:04:44.880><c> ton</c><00:04:45.039><c> chien</c><00:04:45.240><c> te</c><00:04:45.360><c> porte</c><00:04:45.800><c> le</c><00:04:45.880><c> fait</c>
286.07,0.009999999999990905,l'intérêt que ton chien te porte le fait
286.08,1.5900000000000318,l'intérêt que ton chien te porte le fait que<00:04:46.400><c> voilà</c><00:04:46.680><c> tu</c><00:04:46.800><c> vas</c><00:04:47.000><c> essayer</c><00:04:47.240><c> de</c><00:04:47.320><c> renforcer</c>
287.67,0.009999999999990905,que voilà tu vas essayer de renforcer
287.68,1.5500000000000114,que voilà tu vas essayer de renforcer qu'il<00:04:47.960><c> ait</c><00:04:48.120><c> envie</c><00:04:48.280><c> d'être</c><00:04:48.520><c> avec</c><00:04:48.680><c> toi</c><00:04:48.800><c> qu'il</c><00:04:49.080><c> te</c>
289.23,0.009999999999990905,qu'il ait envie d'être avec toi qu'il te
289.24,1.9099999999999682,qu'il ait envie d'être avec toi qu'il te regarde<00:04:49.440><c> qu'</c><00:04:49.680><c> fasse</c><00:04:49.960><c> attention</c><00:04:50.280><c> à</c><00:04:50.400><c> toi</c><00:04:50.800><c> et</c><00:04:50.960><c> ça</c>
291.15,0.010000000000047748,regarde qu' fasse attention à toi et ça
291.16,1.669999999999959,regarde qu' fasse attention à toi et ça c'est<00:04:51.520><c> essentiel</c><00:04:52.000><c> parce</c><00:04:52.199><c> que</c><00:04:52.280><c> c'est</c><00:04:52.440><c> la</c><00:04:52.560><c> base</c>
292.83,0.009999999999990905,c'est essentiel parce que c'est la base
292.84,1.830000000000041,c'est essentiel parce que c'est la base de<00:04:52.919><c> la</c><00:04:53.039><c> relation</c><00:04:53.360><c> que</c><00:04:53.840><c> tout</c><00:04:54.039><c> ce</c><00:04:54.120><c> qui</c><00:04:54.240><c> soit</c><00:04:54.440><c> avec</c>
294.67,0.009999999999990905,de la relation que tout ce qui soit avec
294.68,1.8700000000000045,de la relation que tout ce qui soit avec toi<00:04:54.880><c> ou</c><00:04:55.000><c> autour</c><00:04:55.280><c> de</c><00:04:55.360><c> toi</c><00:04:55.600><c> ça</c><00:04:55.720><c> soit</c><00:04:55.960><c> renforcé</c>
296.55,0.009999999999990905,toi ou autour de toi ça soit renforcé
296.56,1.9499999999999886,toi ou autour de toi ça soit renforcé pour<00:04:56.680><c> que</c><00:04:56.800><c> ça</c><00:04:57.039><c> aille</c><00:04:57.440><c> de</c><00:04:57.560><c> la</c><00:04:57.680><c> valeur</c><00:04:58.160><c> donc</c><00:04:58.400><c> pour</c>
298.51,0.009999999999990905,pour que ça aille de la valeur donc pour
298.52,1.6690000000000396,pour que ça aille de la valeur donc pour le<00:04:58.639><c> focus</c><00:04:59.039><c> et</c><00:04:59.199><c> notamment</c><00:04:59.800><c> pour</c><00:04:59.880><c> le</c><00:04:59.960><c> refus</c>
300.189,0.009999999999990905,le focus et notamment pour le refus
300.199,2.2309999999999945,le focus et notamment pour le refus d'app<00:05:00.520><c> en</c><00:05:00.600><c> autocontrôle</c><00:05:01.199><c> je</c><00:05:01.320><c> te</c><00:05:01.600><c> conseille</c><00:05:02.280><c> de</c>
302.43,0.009999999999990905,d'app en autocontrôle je te conseille de
302.44,2.5889999999999986,d'app en autocontrôle je te conseille de faire<00:05:02.800><c> l'exercice</c><00:05:03.360><c> de</c><00:05:03.759><c> l'ément</c><00:05:04.520><c> l'exercice</c>
305.029,0.009999999999990905,faire l'exercice de l'ément l'exercice
305.039,1.4710000000000036,faire l'exercice de l'ément l'exercice de<00:05:05.199><c> l'ément</c><00:05:05.680><c> c'est</c><00:05:05.840><c> donc</c><00:05:06.000><c> tu</c><00:05:06.160><c> poses</c><00:05:06.440><c> une</c>
306.51,0.009999999999990905,de l'ément c'est donc tu poses une
306.52,1.5900000000000318,de l'ément c'est donc tu poses une friandise<00:05:07.039><c> au</c><00:05:07.120><c> sol</c><00:05:07.360><c> ou</c><00:05:07.479><c> tu</c><00:05:07.560><c> l'envoies</c><00:05:08.000><c> un</c>
308.11,0.009999999999990905,friandise au sol ou tu l'envoies un
308.12,1.5090000000000146,friandise au sol ou tu l'envoies un petit<00:05:08.280><c> peu</c><00:05:08.680><c> tu</c><00:05:08.800><c> pars</c><00:05:09.080><c> dans</c><00:05:09.199><c> une</c><00:05:09.400><c> autre</c>
309.629,0.009999999999990905,petit peu tu pars dans une autre
309.639,2.3109999999999786,petit peu tu pars dans une autre trajectoire<00:05:10.199><c> et</c><00:05:10.360><c> là</c><00:05:10.520><c> quand</c><00:05:10.680><c> le</c><00:05:10.800><c> chien</c><00:05:11.560><c> revient</c>
311.95,0.009999999999990905,trajectoire et là quand le chien revient
311.96,1.990000000000009,trajectoire et là quand le chien revient vers<00:05:12.120><c> toi</c><00:05:12.280><c> comme</c><00:05:12.400><c> un</c><00:05:12.680><c> aimant</c><00:05:13.000><c> et</c><00:05:13.360><c> ben</c><00:05:13.520><c> schlac</c>
313.95,0.009999999999990905,vers toi comme un aimant et ben schlac
313.96,1.6690000000000396,vers toi comme un aimant et ben schlac tu<00:05:14.039><c> le</c><00:05:14.120><c> récompenses</c><00:05:14.639><c> tu</c><00:05:14.720><c> peux</c><00:05:14.840><c> le</c><00:05:14.919><c> récompenser</c>
315.629,0.009999999999990905,tu le récompenses tu peux le récompenser
315.639,1.990000000000009,tu le récompenses tu peux le récompenser directement<00:05:15.960><c> en</c><00:05:16.320><c> gueule</c><00:05:16.759><c> et</c><00:05:16.919><c> tu</c><00:05:17.039><c> peux</c><00:05:17.199><c> rejeter</c>
317.629,0.009999999999990905,directement en gueule et tu peux rejeter
317.639,2.190999999999974,directement en gueule et tu peux rejeter une<00:05:17.880><c> autre</c><00:05:18.280><c> friandise</c><00:05:19.319><c> ou</c><00:05:19.520><c> tu</c><00:05:19.600><c> peux</c>
319.83,0.009999999999990905,une autre friandise ou tu peux
319.84,1.789000000000044,une autre friandise ou tu peux directement<00:05:20.280><c> récompenser</c><00:05:20.840><c> en</c><00:05:21.039><c> libérant</c><00:05:21.479><c> ton</c>
321.629,0.009999999999990905,directement récompenser en libérant ton
321.639,1.670000000000016,directement récompenser en libérant ton chien<00:05:22.039><c> et</c><00:05:22.240><c> tu</c><00:05:22.360><c> repars</c><00:05:22.759><c> dans</c><00:05:22.840><c> l'autre</c><00:05:23.160><c> sens</c>
323.309,0.009999999999990905,chien et tu repars dans l'autre sens
323.319,1.589999999999975,chien et tu repars dans l'autre sens voilà<00:05:23.680><c> le</c><00:05:23.759><c> but</c><00:05:23.919><c> c'est</c><00:05:24.080><c> vraiment</c><00:05:24.360><c> que</c><00:05:24.520><c> il</c><00:05:24.639><c> y</c><00:05:24.720><c> ait</c>
324.909,0.009999999999990905,voilà le but c'est vraiment que il y ait
324.919,2.4710000000000036,voilà le but c'est vraiment que il y ait cette<00:05:25.199><c> espèce</c><00:05:25.520><c> d'attraction</c><00:05:26.120><c> de</c><00:05:26.800><c> ok</c><00:05:27.080><c> il</c><00:05:27.199><c> faut</c>
327.39,0.009999999999990905,cette espèce d'attraction de ok il faut
327.4,1.150000000000034,cette espèce d'attraction de ok il faut que<00:05:27.479><c> je</c><00:05:27.600><c> le</c><00:05:27.720><c> suive</c><00:05:28.000><c> parce</c><00:05:28.160><c> que</c><00:05:28.240><c> quand</c><00:05:28.360><c> je</c><00:05:28.479><c> le</c>
328.55,0.009999999999990905,que je le suive parce que quand je le
328.56,1.3489999999999895,que je le suive parce que quand je le suis<00:05:28.840><c> c'est</c><00:05:28.960><c> cool</c><00:05:29.160><c> il</c><00:05:29.240><c> se</c><00:05:29.319><c> passe</c><00:05:29.600><c> des</c><00:05:29.720><c> trucs</c>
329.909,0.009999999999990905,suis c'est cool il se passe des trucs
329.919,1.2700000000000387,suis c'est cool il se passe des trucs trop<00:05:30.080><c> bien</c><00:05:30.360><c> de</c><00:05:30.440><c> la</c><00:05:30.560><c> même</c><00:05:30.720><c> façon</c><00:05:30.960><c> tu</c><00:05:31.039><c> peux</c>
331.189,0.009999999999990905,trop bien de la même façon tu peux
331.199,1.7509999999999764,trop bien de la même façon tu peux bosser<00:05:31.520><c> le</c><00:05:31.600><c> suivi</c><00:05:31.919><c> naturel</c><00:05:32.280><c> c'est-à-dire</c><00:05:32.759><c> que</c>
332.95,0.009999999999990905,bosser le suivi naturel c'est-à-dire que
332.96,1.5500000000000114,bosser le suivi naturel c'est-à-dire que sans<00:05:33.160><c> poser</c><00:05:33.440><c> la</c><00:05:33.560><c> bouffe</c><00:05:33.880><c> par</c><00:05:34.039><c> terre</c><00:05:34.360><c> c'est</c>
334.51,0.009999999999990905,sans poser la bouffe par terre c'est
334.52,1.5500000000000114,sans poser la bouffe par terre c'est juste<00:05:34.840><c> ton</c><00:05:35.039><c> chien</c><00:05:35.240><c> quand</c><00:05:35.400><c> il</c><00:05:35.639><c> te</c><00:05:35.720><c> suit</c><00:05:35.960><c> quand</c>
336.07,0.009999999999990905,juste ton chien quand il te suit quand
336.08,1.6299999999999955,juste ton chien quand il te suit quand il<00:05:36.240><c> fait</c><00:05:36.400><c> attention</c><00:05:36.639><c> à</c><00:05:36.720><c> toi</c><00:05:36.840><c> en</c><00:05:37.160><c> balade</c><00:05:37.639><c> ou</c>
337.71,0.010000000000047748,il fait attention à toi en balade ou
337.72,1.349999999999966,il fait attention à toi en balade ou n'importe<00:05:38.080><c> quand</c><00:05:38.319><c> dans</c><00:05:38.400><c> la</c><00:05:38.479><c> journée</c><00:05:38.800><c> quand</c><00:05:38.960><c> il</c>
339.07,0.009999999999990905,n'importe quand dans la journée quand il
339.08,2.8700000000000045,n'importe quand dans la journée quand il est<00:05:39.240><c> là</c><00:05:39.520><c> et</c><00:05:39.840><c> bien</c><00:05:40.000><c> tu</c><00:05:40.120><c> peux</c><00:05:40.479><c> le</c><00:05:40.960><c> renforcer</c>
341.95,0.009999999999990905,est là et bien tu peux le renforcer
341.96,2.5090000000000146,est là et bien tu peux le renforcer alors<00:05:42.560><c> oui</c><00:05:42.759><c> ça</c><00:05:42.840><c> peut</c><00:05:43.080><c> être</c><00:05:43.240><c> hyper</c><00:05:43.520><c> embêtant</c><00:05:44.080><c> en</c>
344.469,0.009999999999990905,alors oui ça peut être hyper embêtant en
344.479,1.191000000000031,alors oui ça peut être hyper embêtant en intérieur<00:05:44.840><c> il</c><00:05:44.960><c> y</c><00:05:45.039><c> a</c><00:05:45.120><c> beaucoup</c><00:05:45.360><c> de</c><00:05:45.440><c> gens</c><00:05:45.600><c> qui</c>
345.67,0.009999999999990905,intérieur il y a beaucoup de gens qui
